,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
43151,,3556881/8324617,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,Or Call:,,,
43153,,3722816/3722818,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43155,,8324623/6319230,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43157,,3722820/3722819,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43159,,8324616/8324604,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43161,,5513006/5513167,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43163,,8324603/6319238,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43165,,5195215,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43166,,8869714/2772035,"SUPER 8 RETAIL SYSTEMS, INC.",,BONIFACIO HIGH STREET C2 BLDG,,7TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
43168,,8324611/8869715,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,Or Call:,,,
43170,,6319236/2772037,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43172,,6319235/2772036,"SUPER 8 RETAIL SYSTEMS, INC.",,,,,,,,,,
43174,,6422203,Super Ads Incorporated,,New Rosario Ortigas Arcade,42,Ortigas,Ave,,,Metro Manila,,
43175,,6366093/6356039,Super East Asia Enterprises Inc,,Sm Megamall B,,Edsa,Ave,Ortigas Center,Mandaluyong City,Metro Manila,,
43177,,9215749,Super East Asia Enterprises Inc.,,Sm City Fairview,,Quirino,Hwy,,,Metro Manila,,
43178,,6436471/6436475,"Super Grocers, Inc",,,,C Raymundo,Ave,Rey Marketing Compound,Pasig City,Metro Manila,,
43180,,2553067,"Super Grocers, Inc.",,,1541,Tayuman,St,,,Metro Manila,,
43181,,8990499,Super Image Graphics Incorporated,,,3312,Zapote,St,,Makati City,Metro Manila,,
43182,,8999694/8964991,Super Products International Chemical Corporation,,,957,J P Rizal,St,,Makati City,Metro Manila,,
43184,,8966031,Super Products International Chemical Corporation,,,,,,,Or Call:,,,
43185,,7779252,Super Shopping Market Inc,,Sm City Bicutan Building B,,Dna Soledad,Ave,,Paranaque City,Metro Manila,,
43186,,9129212/9113542,"Super Shopping Market, Inc.",,,21,Main,Ave,,QC,Metro Manila,,
43188,,9118113,"Super Shopping Market, Inc.",,,,,,,Or Call:,,,
43189,,5510734,"Super Shopping Mart,inc. (Sm)",,Sm Corporate Offices,1000,J W Diokno,Bvd,Central Business Park,PC,Metro Manila,,
43190,,8263791/8207400,"Super Shopping Mart,inc. (Sm)",,,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
43192,,8296452,"Super Shopping Mart,inc. (Sm)",,,,,,,Or Call:,,,
43193,,8900740/8900741,"Super Shopping Mart,inc. (Sm)",,,209,Nicanor Garcia,St,BEL-AIR 2 VILLAGE,Makati City,Metro Manila,,
43195,,8900743/8900749,"Super Shopping Mart,inc. (Sm)",,,,,,,Or Call:,,,
43197,,8296451/8263792,"Super Shopping Mart,inc. (Sm)",,,,,,,,,,
43199,,9207211/9207213,Super Value Inc Sm Supermarket,,Sm City North Northlink,,Edsa,Ave,,,Metro Manila,,
43201,,9207214,Super Value Inc Sm Supermarket,,Sm City North,,Edsa,Ave,,,Metro Manila,,
43202,,3545945/3547027,"Super World Eats, Inc.",,Robinsons Place Manila,,Pedro Gil,St,,Manila City,Metro Manila,,
43204,,2551397,Supercare Medical Services Inc,,Patria Building,573,Ma Y Orosa,St,,,Metro Manila,,
43205,,8866505/8866506,Supercare Medical Services Inc,,Don Chua Lamko Building,100,L P Leviste,St,Salcedo Village,Makati City,Metro Manila,,
43207,,5221888/5223001,Supercare Medical Services Inc,,,,,,,Or Call:,,,
43209,,6962805,Superespy Inc.,,Robinsons Galleria Mall,,Edsa,Ave,,,Metro Manila,,
43210,,7348271,"Superfriend Holdings, Inc.",,Ever Gotesco Manila Plaza,1958,C M Recto,Ave,,Manila City,Metro Manila,,
43211,,8536184,"Superior Home Office, Inc",,Gourdos Building,,Queensway,Ave,,Paranaque City,Metro Manila,,
43212,,3656693/3632225,Superior Parts Manufacturing Corporation,,,250,M H Del Pilar,St,Bmba Compound,Caloocan City,Metro Manila,,
43214,,8370266,Superior Parts Mfg Corp,,,,East Service,Rd,,,Metro Manila,,
43215,,8322915/8322969,Superior Provincial of the Congregation of the Little Sister,,,50,Lancaster,St,,PC,Metro Manila,,
43217,,8325448/8121000,Supersalute Foods Corp,,Gc Corporate Plaza,150,Legazpi,St,Legaspi Village,,Metro Manila,,
43219,,8132686/8130298,Supersalute Foods Corp,,JAKA 2 BUILDING,150,Legazpi,St,Legaspi Village,,Metro Manila,,
43221,,8472460/8939630,Supersonic Services Inc,,The Colonnade Residences,132,Legazpi,St,Legaspi Village,,Metro Manila,,
43223,,8195545,Supersonic Services Inc,,,,,,,Or Call:,,,
43224,,2774921,"Superstar Gas and Appliance Center, Inc.",,,858,Quirino,Hwy,,QC,Metro Manila,,
43225,,8972210/8973549,Superstar Security Agency Inc,,Oppen Building,349,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
43227,,8973554,Superstar Security Agency Inc,,,,,,,Or Call:,,,
43228,,6376841/6376852,Supervalue Inc,,Sm Megamall B,,Edsa,Ave,Ortigas Center,Mandaluyong City,Metro Manila,,
43230,,6376844,Supervalue Inc,,,,,,,Or Call:,,,
43231,,8229310/8229322,Supervalue Incorporated,,Shoemart Warehouse,,Ninoy Aquino,Ave,Global Airport Business Park,Paranaque City,Metro Manila,,
43233,,8229304/8229305,Supervalue Incorporated,,,,,,,Or Call:,,,
43235,,8229325/8229326,Supervalue Incorporated,,,,,,,,,,
43237,,8311888/8229327,Supervalue Incorporated,,Sm Corporate Offices,,J W Diokno,Bvd,Central Business Park,,Metro Manila,,
43239,,8229307/8229370,Supervalue Incorporated,,,,,,,Or Call:,,,
43241,,8332578/8229303,Supervalue Incorporated,,,,,,,,,,
43243,,9224373/8229306,Supervalue Incorporated,,Sm City North,,Edsa,Ave,,,Metro Manila,,
43245,,8041982,"Supervalue, Incorporated (Sm Supermarket)",,Sm Corporate Offices,1000,J W Diokno,Bvd,Central Business Park,,Metro Manila,,
43246,,2776281,"Supervalue, Incorporated (Sm Supermarket)",,,146,Gen San Miguel,St,,Caloocan City,Metro Manila,,
43247,,6567340,"Supervalue, Incorporated (Sm Supermarket)",,Cherry Foodarama Mall,,Old Wack-Wack,Rd,,Mandaluyong City,Metro Manila,,
43248,,8085099/8085203,"Supervalue, Incorporated (Sm Supermarket)",,Sm Bf Mall,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
43250,,8043517/8223064,"Supervalue, Incorporated (Sm Supermarket)",,,,,,,Or Call:,,,
43252,,7225987/2776283,"Supervalue, Incorporated (Sm Supermarket)",,Broadway Centrum,708,Aurora,Bvd,,,Metro Manila,,
43254,,2776278/2776276,"Supervalue, Incorporated (Sm Supermarket)",,,,,,,Or Call:,,,
43256,,2776275,"Supervalue, Incorporated (Sm Supermarket)",,,,,,,,,,
43257,,8748032,Suplitech MacHinery and Trading Corp,,,,Diego Cerra,Ave,Vista Riva,Las Pinas City,Metro Manila,,
43258,,8937436,Supply Oilfield Services Incorporated,,Pearl Bank Center,146,Valero,St,Salcedo Village,Makati City,Metro Manila,,
43259,,8172263/8400504,Supply Oilfields Services Incorporated,,Pearl Bank Center,146,Valero,St,Salcedo Village,Makati City,Metro Manila,,
43261,,8400505/8400707,Supply Oilfields Services Incorporated,,,,,,,Or Call:,,,
43263,,8175028,Supply Oilfields Services Incorporated,,,,,,,,,,
43264,,8174322/8174350,Supply Oilfields Services Incorporated,,Classica Condominium,112,H v Dela Costa,St,Salcedo Village,Makati City,Metro Manila,,
43266,,8135355/8174360,Supply Oilfields Services Incorporated,,,,,,,Or Call:,,,
43268,,8174403/8175027,Supply Oilfields Services Incorporated,,,,,,,,,,
43270,,8175026/8105269,Supply Oilfields Services Incorporated,,,,,,,,,,
43272,,8135356/8178919,Supply Oilfields Services Incorporated,,,,,,,,,,
43274,,8187783/8400503,Supply Oilfields Services Incorporated,,,,,,,,,,
43276,,8186931,Supply Oilfields Services Incorporated,,,,,,,,,,
43277,,8086154,Supra Multiservices Inc.,,,283,El Grande,Ave,Bf Homes Subdivision,Paranaque City,Metro Manila,,
43278,,6283884/6282488,Supreme Hosiery Mfg Corp,,,143,Mercedez,Ave,MAXVILLE SUBDIVISION 7,Pasig City,Metro Manila,,
43280,,3517181,Surebet Ventures Incorporated,,Cdc Building,1050,Quezon,Ave,,,Metro Manila,,
43281,,8536573/8557226,Surespeed General Services,,Salem International Comm Ctr,,Domestic,Rd,,PC,Metro Manila,,
43283,,8536572,Surespeed General Services,,,,,,,Or Call:,,,
43284,,8089473/8283939,Sureste Properties Inc.,,Solaire Manila,,Asean,Ave,Entertainment City,Paranaque City,Metro Manila,,
43286,,8870886,Sureste Properties Inc.,,,,,,,Or Call:,,,
43287,,8086666/8886666,Sureste Properties Inc.,,SOLAIRE PHASE 1A BUILDING,,Asean,Ave,Entertainment City,Paranaque City,Metro Manila,,
43289,,8006666/5565021,Sureste Properties Inc.,,,,,,,Or Call:,,,
43291,,8287878/8157901,Sureste Properties Inc.,,,,,,,,,,
43293,,8157900/8157898,Sureste Properties Inc.,,,,,,,,,,
43295,,8283888/8089543,Sureste Properties Inc.,,,,,,,,,,
43297,,8865616/8283838,Sureste Properties Inc.,,,,,,,,,,
43299,,8432220/8024260,Sureste Properties Inc.,,,,,,,,,,
43301,,5567178/8833666,Sureste Properties Inc.,,,,,,,,,,
43303,,8024259/5190677,Sureste Properties Inc.,,,,,,,,,,
43305,,8280888/8938530,Sureste Properties Inc.,,,,,,,,,,
43307,,8833777/8833888,Sureste Properties Inc.,,,,,,,,,,
43309,,8833999/8938531,Sureste Properties Inc.,,,,,,,,,,
43311,,8938523,Sureste Properties Inc.,,,,,,,,,,
43312,,3986662,Surf and Click Internet Shop,,Unlad Building,1724,Leon Guinto,St,,Manila City,Metro Manila,,
43313,,5237407,Surplus Marketing Corp,,Sm City Manila,,Natividad a Lopez,St,,Manila City,Metro Manila,,
43314,,9286811,Surplus Shop,,Sm City North,,Edsa,Ave,,QC,Metro Manila,,
43315,,9350721,Surplus Shop (Sm Fairview),,Sm City Fairview,,Quirino,Hwy,,QC,Metro Manila,,
43316,,5634567,Susan Sy,,,2420,Pedro Gil,St,,Manila City,Metro Manila,,
43317,,6367580,Sustainable Development Solutions,,Jmt Corporate Condominium,,Adb,Ave,Ortigas Center,Pasig City,Metro Manila,,
43318,,9905340,Sutherland Developers Inc,,Golden Steel Building,109,9TH,Ave,,QC,Metro Manila,,
43319,,2439190,Suy Sing Commercial Corp,,San Fernando Tower,518,Plaza Del Conde,St,,Manila City,Metro Manila,,
43320,,2444908,Suy Sing Commercial Corp,,,511,Muelle de Binondo,St,,Manila City,Metro Manila,,
43321,,2457313/2439188,Suy Sing Commercial Corp,,,501,M de Santos,St,,Manila City,Metro Manila,,
43323,,2444911,Suy Sing Commercial Corp,,,,,,,Or Call:,,,
43324,,2434132,Suy Sing Commercial Corporation,,San Fernando Tower,514,Muelle de Binondo,St,,Manila City,Metro Manila,,
43325,,8383371/2437749,Suy Sing Commercial Corporation,,,,West Service,Rd,Marcelo Green Village,Paranaque City,Metro Manila,,
43327,,2470159,Suy Sing Commercial Corporation,,San Fernando Tower,514,Plaza Del Conde,St,,,Metro Manila,,
43328,,8371111/2474121,Suy Sing Commercial Corporation,,,16,East Service,Rd,,Taguig City,Metro Manila,,
43330,,2471888/2470145,Suy Sing Commercial Corporation,,,501,M de Santos,St,,,Metro Manila,,
43332,,2470160/2470153,Suy Sing Commercial Corporation,,,,,,,Or Call:,,,
43334,,2470154/2470156,Suy Sing Commercial Corporation,,,,,,,,,,
43336,,8378080/8383372,Suy Sing Commercial Corporation,,,,,,,,,,
43338,,2431885/2470158,Suy Sing Commercial Corporation,,,511,Muelle de Binondo,St,,,Metro Manila,,
43340,,8385555,Suy Sing Commercial Corporation,,,,East Service,Rd,,,Metro Manila,,
43341,,8385140/8385137,Suy Sing Commercial Corporation,,,,Perfecto,Drv,Manalac Industrial Estate,Taguig City,Metro Manila,,
43343,,2426230/8383974,Suy Sing Commercial Corporation,,,,,,,Or Call:,,,
43345,,8384260/2431884,Suy Sing Commercial Corporation,,,,,,,,,,
43347,,2470157/8383972,Suy Sing Commercial Corporation,,,,,,,,,,
43349,,2419174,Suy Sing Commercial Corporation,,,,,,,,,,
43350,,2437973,Suy Sing Comml Corp,,San Fernando Tower,518,Muelle de Binondo,St,,Manila City,Metro Manila,,
43351,,9203388,Suyen Corp,,Sm City North,,Edsa,Ave,,QC,Metro Manila,,
43352,,8504082/8504083,Suyen Corp,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,Muntinlupa City,Metro Manila,,
43354,,8090639,Suyen Corp,,Alabang Town Center,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,,Metro Manila,,
43355,,7761939/9206876,Suyen Corp,,Sm City Bicutan Building A,,Dna Soledad,Ave,,Paranaque City,Metro Manila,,
43357,,7761938,Suyen Corp,,,,,,,Or Call:,,,
43358,,8437110,Suyen Corp,,,593,Tolentino,St,,PC,Metro Manila,,
43359,,8872602,Suyen Corp,,Market Market,,McKinley Parkway,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
43360,,9359157,Suyen Corp (Bench),,Robinsons Place,,Quirino,Hwy,,QC,Metro Manila,,
43361,,8504096/8504103,Suyen Corp (Bench),,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,Muntinlupa City,Metro Manila,,
43363,,5360919/5360920,Suyen Corp (Bench),,Harrison Plaza Building,,M Adriatico,St,Harrison Plaza Compound,,Metro Manila,,
43365,,8504095,Suyen Corp (Bench),,,,,,,Or Call:,,,
43366,,5535441,Suyen Corporation,,Century City Mall,,Kalayaan,Ave,Century City,Makati City,Metro Manila,,
43367,,8502826,Suyen Corporation,,Alabang Town Center,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,Muntinlupa City,Metro Manila,,
43368,,7147033/7147011,Suyen Corporation,,Robinsons Place Manila,,Pedro Gil,St,,Manila City,Metro Manila,,
43370,,8424555,Suyen Corporation,,,,,,,Or Call:,,,
43371,,6564245/5565794,Suyen Corporation,,Sm Megamall D,,Edsa,Ave,,Mandaluyong City,Metro Manila,,
43373,,5565795/8503405,Suyen Corporation,,,,,,,Or Call:,,,
43375,,7725598/4031948,Suyen Corporation,,Metropolis Star,,National,Rd,,,Metro Manila,,
43377,,7710493,Suyen Corporation,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,,Metro Manila,,
43378,,6340503/6564241,Suyen Corporation,,Edsa Shangri-La Plaza Mall,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
43380,,8072261,Suyen Corporation,,,,,,,Or Call:,,,
43381,,9278994,Suyen Corporation,,Sm City North,,Edsa,Ave,,QC,Metro Manila,,
43382,,6317264/7798239,Suyen Corporation,,Shangrila Plaza,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
43384,,6340680,Suyen Corporation,,,,,,,Or Call:,,,
43385,,6545015/5535062,Suyen Corporation,,Sm Megamall B,,Edsa,Ave,Ortigas Center,Mandaluyong City,Metro Manila,,
43387,,8335196,Suyen Corporation,,Metropoint Taft-Edsa,,Taft,Ave,,,Metro Manila,,
43388,,8872057/8335638,Suyen Corporation,,Bench Building,,30TH,St,Fort Bonifacio Global City,Taguig City,Metro Manila,,
43390,,3542246,Suyen Corporation,,,,,,,Or Call:,,,
43391,,8221537,Suyen Corporation,,Dm Building,,Alabang-Zapote,Rd,,Muntinlupa City,Metro Manila,,
43392,,8864711/6871082,Suyen Corporation,,Robinsons Place Las Pinas,345,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
43394,,3612436/8502028,Suyen Corporation,,Fairview Terraces,,Quirino,Hwy,,,Metro Manila,,
43396,,5846947/3612441,Suyen Corporation,,Eastwood Mall,,Orchard,Rd,Eastwood City Cyberpark,,Metro Manila,,
43398,,8088406/5700402,Suyen Corporation,,Sm Aura Premier,,McKinley Parkway,St,Bonifacio Global City,,Metro Manila,,
43400,,5284149/5846872,Suyen Corporation,,Sm City Manila,,Natividad a Lopez,St,,,Metro Manila,,
43402,,8865550,Suyen Corporation,,,,,,,Or Call:,,,
43403,,8001105,Suyen Corporation (Bench),,Sm Southmall,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
43404,,5568107/8800317,Suzuyo Whitelands Logistics Inc.,,Aseana Two Building,,Bradco,Ave,Aseana Business Park,Paranaque City,Metro Manila,,
43406,,8800310,Suzuyo Whitelands Logistics Inc.,,,,,,,Or Call:,,,
43407,,8017048,"Sventures, Inc.",,Trade and Financial Tower,,7TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
43408,,5235224/5239828,Swan Shipping Corporation,,S & L Building,1500,Pres M a Roxas,Bvd,,Manila City,Metro Manila,,
43410,,5239830,Swan Shipping Corporation,,,,,,,Or Call:,,,
43411,,3619354,"Sweet Success, Inc.",,Up Town Center,,Katipunan,Ave,,QC,Metro Manila,,
43412,,6320874/6320848,Swift Foods Incorporated,,Rfm Corporate Center,,Pioneer,St,,Mandaluyong City,Metro Manila,,
43414,,6378936/6388502,Swift Foods Incorporated,,,,,,,Or Call:,,,
43416,,6378927/6378918,Swift Foods Incorporated,,,,,,,,,,
43418,,6379043,Swift Foods Incorporated,,,,,,,,,,
43419,,2433545,Swiss Pharmaceutical Researchlaboratory Incorporated,,,,Dasmarinas,St,,Manila City,Metro Manila,,
43420,,5535509,Switch Nation Marketing Ventures Inc,,Alabang Town Center,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,Muntinlupa City,Metro Manila,,
43421,,5535498,Switch Nation Marketing Ventures Inc,,Sm City Bf Paranaque,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
43422,,7062207,Switch Nation Marketing Ventures Inc,,Shangri-La Plaza,,Edsa,Ave,,Mandaluyong City,Metro Manila,,
43423,,8018850/8018864,Sy & Jae Corporation,,Buma Building,1012,Metropolitan,Ave,San Antonio Village,Makati City,Metro Manila,,
43425,,8181208,Sy Henry,,L v Locsin Building,6752,Ayala,Ave,Legaspi Village,,Metro Manila,,
43426,,8924318,Sy Henry Mr,,Sm Makati,,Hotel,Drv,Ayala Center,Makati City,Metro Manila,,
43427,,7245242,Sy Ling Severo and Sons,,,38,1ST,St,,QC,Metro Manila,,
43428,,6318991,Sybase Philippines Inc.,,Prestige Tower Condominium,,F Ortigas Jr,Rd,Ortigas Center,Pasig City,Metro Manila,,
43429,,6723050/6723052,"Sybex Animal Health, Inc.",,Chateau Verde Condominium,,E Rodriguez Jr,Ave,VALLE VERDE 1,Pasig City,Metro Manila,,
43431,,6723051,"Sybex Animal Health, Inc.",,,,,,,Or Call:,,,
43432,,9979596,Sycip Gorres Velayo and Company,,Robinsons Cyberscape Beta,,Ruby,Rd,Ortigas Center,Pasig City,Metro Manila,,
43433,,6382061/6382062,Sycip Gorres Velayo and Company,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,Pasig City,Metro Manila,,
43435,,6382063/6382064,Sycip Gorres Velayo and Company,,,,,,,Or Call:,,,
43437,,6382065,Sycip Gorres Velayo and Company,,,,,,,,,,
43438,,8482020/8482025,Sycip Salazar Hernandez & Ga,,Sshg Law Center,105,Paseo de Roxas,Ave,Legaspi Village,Makati City,Metro Manila,,
43440,,8482358/8482357,Sycip Salazar Hernandez & Ga,,,,,,,Or Call:,,,
43442,,8482355/8482354,Sycip Salazar Hernandez & Ga,,,,,,,,,,
43444,,8482330/8482027,Sycip Salazar Hernandez & Ga,,,,,,,,,,
43446,,8482030/8482029,Sycip Salazar Hernandez & Ga,,,,,,,,,,
43448,,8482028,Sycip Salazar Hernandez & Ga,,,,,,,,,,
43449,,8173507/8173570,Sycip Salazar Hernandez & Gatmaitan,,Sshg Law Center,105,Paseo de Roxas,Ave,Legaspi Village,Makati City,Metro Manila,,
43451,,8173567/8173145,Sycip Salazar Hernandez & Gatmaitan,,,,,,,Or Call:,,,
43453,,8482227,Sycip Salazar Hernandez and Gatmaitan,,Sshg Law Center,105,Paseo de Roxas,Ave,Legaspi Village,,Metro Manila,,
43454,,8019308/8019310,Sydenham Laboratories Inc.,,,,Alabang-Zapote,Rd,Manila Doctors Village,Las Pinas City,Metro Manila,,
43456,,8019309/8019311,Sydenham Laboratories Inc.,,,,,,,Or Call:,,,
43458,,8019312,Sydenham Laboratories Inc.,,,,,,,,,,
43459,,8445929,Sykes,,,19,Talisay,Rd,Forbes Park North,Makati City,Metro Manila,,
43460,,6876229/6876228,Sykes,,One San Miguel Avenue Condo,,San Miguel,Ave,Ortigas Center,Pasig City,Metro Manila,,
43462,,3746197,Sykes Asia Inc.,,,9,Masbate,St,,,Metro Manila,,
43463,,6504066,Sykes Asia Inc.,,Worldwide Corporation Centre,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
43464,,4706761/6504065,Sykes Asia Inc.,,Shaw Zentrum,500,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
43466,,6504063/6504062,Sykes Asia Inc.,,,,,,,Or Call:,,,
43468,,4706757,Sykes Asia Inc.,,,,,,,,,,
43469,,4213344,Symbol Sciences Inc,,Aurora Milestone Center,1045,Aurora,Bvd,,QC,Metro Manila,,
43470,,9398162/9395716,Symmetric Glass Corporation,,,9,Katipunan,Ave,Kingspoint Subdivision,QC,Metro Manila,,
43472,,8302136/8302137,Symmetry Phils Inc,,SEDCCO 1 BUILDING,,Rada,St,Legaspi Village,,Metro Manila,,
43474,,8302133/8302135,Symmetry Phils Inc,,,,,,,Or Call:,,,
43476,,8925588/8129456,Symmetry Phils Inc,,,,,,,,,,
43478,,8938206,Symmetry Phils Inc,,,,,,,,,,
43479,,8256027,Symphony and Colors Flower Shop,,Manila Memorial Park,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
43480,,8943438,Symphony and Colors Flower Shop,,Erlag Building,102,Esteban,St,Legaspi Village,Makati City,Metro Manila,,
43481,,8867085,Synchrogenix Philippines Inc.,,Jaka Building,6780,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
43482,,8138884,Synergen Pharma Inc,,CITYLAND CONDOMINIUM 10 TWR 1,156,H v Dela Costa,St,Salcedo Village,Makati City,Metro Manila,,
43483,,8423013,Synergie Cad Inc,,Prime Land Venture Building,,Market,St,Madrigal Business Park,Muntinlupa City,Metro Manila,,
43484,,8090163,Synergie Cad Inc.,,Prime Land Venture Building,,Market,St,Madrigal Business Park,Muntinlupa City,Metro Manila,,
43485,,8126396/8929231,Synergy Expertise Inc,,Cityland Herrera Tower,98,V a Rufino,St,Salcedo Village,Makati City,Metro Manila,,
43487,,8382408,Synergy K and S Internationalcorporation,,,7570,Cruz Compound,St,Cruz Compound,,Metro Manila,,
43488,,8661434,Synergy K&s International Corporation,,,7570,Cruz Compound,St,Cruz Compound,Paranaque City,Metro Manila,,
43489,,3667963/3667962,Synergy Sales International Corp,,,80,7TH,Ave,,Caloocan City,Metro Manila,,
43491,,3667955,Synergy Sales International Corp,,,,,,,Or Call:,,,
43492,,8435374,Synergy Systems Sales & Services Corp,,Comfoods Building,,Malugay,St,,Makati City,Metro Manila,,
43493,,3747514,SYNERGY88 DIGITAL INC.,,Estuar Building,41,Timog,Ave,,QC,Metro Manila,,
43494,,8430364,"Syngenta Philippines, Inc",,SALCEDO PARK CONDOMINIUM TWR 1,121,H v Dela Costa,St,Salcedo Village,Makati City,Metro Manila,,
43495,,8171095/8171096,Syquia Pascuallopez & Santos Law Offices,,Cattleya Condominium,235,Salcedo,St,Legaspi Village,Makati City,Metro Manila,,
43497,,8300984/8300993,Sysmart Corporation,,L v Locsin Building,6752,Ayala,Ave,Legaspi Village,,Metro Manila,,
43499,,8111530,Sysnetintegrators Inc,,Rufino Var Building,6784,Ayala,Ave,Legaspi Village,,Metro Manila,,
43500,,5312170,System Variable Trading,,Jovan Condo,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
43501,,9275315,Systema Computer Solutions Corp,,Technology Bus Incubation,,C P Garcia,Ave,,QC,Metro Manila,,
43502,,7144298,Systematic Business Consultancy,,Tytana Plaza,611,Oriente,St,,Manila City,Metro Manila,,
43503,,2871671,Systemnomics Philippines Incorporated,,Rsbs Building,,Dagat-Dagatan,Ave,Kaunlaran Village,Caloocan City,Metro Manila,,
43504,,8661860/8661528,Systemo Technika Incorporation,,Valgosons Building,8484,East Service,Rd,,Paranaque City,Metro Manila,,
43506,,8661529,Systemo Technika Incorporation,,,,,,,Or Call:,,,
43507,,8441753/8441754,Systems and Software Consulting Group Incorporated,,Buma Building,1012,Metropolitan,Ave,San Antonio Village,Makati City,Metro Manila,,
43509,,8151773/8931051,"Systems Generators Phils, Inc",,Legaspi Suites,178,Salcedo,St,Legaspi Village,,Metro Manila,,
43511,,3661574,Systems Plus Computer Colleg,,,141,6TH,St,Bmba Compound,,Metro Manila,,
43512,,9903090,Systems Plus Computer College of Kalookan Inc.,,,141,M Asistio Sr,Ave,,Caloocan City,Metro Manila,,
43513,,8933824,Systems Standards Incorporated,,Pet Plans Tower,444,Edsa,Ave,,Makati City,Metro Manila,,
43514,,8913865/8913727,Systems Technology Institute Inc.,,Mondragon House,324,Sen Gil Puyat,Ave,Salcedo Village,Makati City,Metro Manila,,
43516,,6378286/6378236,Systra Philippines Inc,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,,Metro Manila,,
43518,,6313075,Systraphils Branch,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,,Metro Manila,,
43519,,9295308,Sysu International Inc,,,145,Panay,Ave,,QC,Metro Manila,,
43520,,3622131/3622071,Sysu International Inc,,Sysu Warehouse,,Quirino,Hwy,,QC,Metro Manila,,
43522,,9279607,Sysu International Incorporated,,Sysu Center,145,Panay,Ave,,,Metro Manila,,
43523,,9207521,Sysu International Incorporated,,,,Panay,Ave,,QC,Metro Manila,,
43524,,9359163,Sysu International Incorporated,,Sysu International Inc,,Pasacola,St,,QC,Metro Manila,,
43525,,3625974,Sysu International Incorporated,,Sysu Warehouse,,Quirino,Hwy,,QC,Metro Manila,,
43526,,9363399/9205747,Sysu International Incorporated,,,,Pasacola,St,,QC,Metro Manila,,
43528,,3646883,Sysu International Incorporated,,,175,Sto Domingo,St,,,Metro Manila,,
43529,,9380340/9262720,Sysu International Incorporated,,,,Kabatuhan,Rd,Lucky Homes Subdivision,Caloocan City,Metro Manila,,
43531,,9380339/9380338,Sysu International Incorporated,,,,,,,Or Call:,,,
43533,,9207527/9378012,Sysu International Incorporated,,Sysu Ctr,145,Panay,Ave,,,Metro Manila,,
43535,,9378011/9372422,Sysu International Incorporated,,,,,,,Or Call:,,,
43537,,3619477/3619559,Sysu International Incorporated,,,,,,,,,,
43539,,9205291/3619877,Sysu International Incorporated,,Population Ctr Building,,Chino Roces,Ave,,,Metro Manila,,
43541,,3735618,Sytengco Enterprises Corp,,,10,Rest Haven,St,,,Metro Manila,,
43542,,2875251/2875059,Saffron Philippines Inc.,,,,Dagat-Dagatan,Ave,Kaunlaran Village,Caloocan City,Metro Manila,,
43544,,7323778/7323106,San Lazaro Hospital,,San Lazaro Hospital,,Quiricada,St,San Lazaro Compound,,Metro Manila,,
43546,,7116966/7323138,San Lazaro Hospital,,New Adm Building,,Rizal,Ave,,,Metro Manila,,
43548,,7323776/7323777,San Lazaro Hospital,,,,Quiricada,St,,,Metro Manila,,
