,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
2424,,7433423/5272535,Department of Labor and Employment,,Ppsta Building,,Dollar,St,Cbe Townhomes,,Metro Manila,,
2426,,5273000,Department of Labor and Employment,,,,,,,Or Call:,,,
2427,,4043336/5279311,Department of Labor and Employment,,G E Antonino Building,,T M Kalaw Sr,St,,Manila City,Metro Manila,,
2429,,7407730/5249634,Department of Labor and Employment,,,,,,,Or Call:,,,
2431,,5278015/5262646,Department of Labor and Employment,,,,,,,,,,
2433,,7407732/7111554,Department of Labor and Employment,,,,,,,,,,
2435,,5280083/5280087,Department of Labor and Employment,,,,,,,,,,
2437,,5278017/5280108,Department of Labor and Employment,,,,,,,,,,
2439,,5272115/5272121,Department of Labor and Employment,,,,,,,,,,
2441,,5272124/5266528,Department of Labor and Employment,,Executive Building,,San Jose,St,,,Metro Manila,,
2443,,5273420/5273429,Department of Labor and Employment,,,,,,,Or Call:,,,
2445,,5273446/5273447,Department of Labor and Employment,,,,,,,,,,
2447,,5273452,Department of Labor and Employment,,,,,,,,,,
2448,,5273453/5278016,Department of Labor and Employment,,Ofsi Bldg,555,Cabildo,St,,Manila City,Metro Manila,,
2450,,5277216/5273515,Department of Labor and Employment,,Dole Executive Building,,Recoletos,St,,,Metro Manila,,
2452,,5279324/5272537,Department of Labor and Employment,,,,,,,Or Call:,,,
2454,,5273590/5275171,Department of Labor and Employment,,,,,,,,,,
2456,,5278011/5273522,Department of Labor and Employment,,,,,,,,,,
2458,,5273580/5273574,Department of Labor and Employment,,,,,,,,,,
2460,,5240937/5274468,Department of Labor and Employment,,,,,,,,,,
2462,,5273568/5272551,Department of Labor and Employment,,,,,,,,,,
2464,,5272543/5273566,Department of Labor and Employment,,,,,,,,,,
2466,,5273585/7407734,Department of Labor and Employment,,,,,,,,,,
2468,,5278014/5264230,Department of Labor and Employment,,,,,,,,,,
2470,,5278012/5273559,Department of Labor and Employment,,,,,,,,,,
2472,,5278013/7407735,Department of Labor and Employment,,,,,,,,,,
2474,,5272539/5278000,Department of Labor and Employment,,,,,,,,,,
2476,,5273564/7407733,Department of Labor and Employment,,,,,,,,,,
2478,,9124093,Department of National Defense,,Dnd Building,,P Santos,Ave,Camp Aguinaldo,,Metro Manila,,
2479,,9202225/9202221,Department of Natural Resources,,,,Visayas,Ave,Denr Compound,QC,Metro Manila,,
2481,,9202211/9202214,Department of Natural Resources,,,,,,,Or Call:,,,
2483,,9262628/9206214,Department of Natural Resources,,,,,,,,,,
2485,,9206215,Department of Natural Resources,,,,,,,,,,
2486,,9294028/9202220,Department of Natural Resources,,Denr Building,,Visayas,Ave,,QC,Metro Manila,,
2488,,9296628/9202212,Department of Natural Resources,,,,,,,Or Call:,,,
2490,,9296635/9296626,Department of Natural Resources,,,,,,,,,,
2492,,9293618/9202258,Department of Natural Resources,,,,,,,,,,
2494,,9279920/9275317,Department of Natural Resourcesnfdo,,,,Visayas,Ave,,,Metro Manila,,
2496,,9274340,Department of Natural Resourcesnfdo,,,,,,,Or Call:,,,
2497,,6562414,Department of Public Works & Highwaysflood Control and Sabo Engineering Center,,Dpwh Building,,M Lopez Jaena,St,,Pasig City,Metro Manila,,
2498,,6439675/6439481,Department of Public Works and Highways,,,90,West Bank,Rd,Floodway,Pasig City,Metro Manila,,
2500,,6414408/6412370,Department of Public Works and Highways,,,,Ortigas,Ave,,,Metro Manila,,
2502,,6410713/6410712,Department of Public Works and Highways,,,,,,,Or Call:,,,
2504,,6410732,Department of Public Works and Highways,,,,Mangga,St,,,Metro Manila,,
2505,,2932739,Department of Public Works and Highways.,,,,R Valenzuela,St,Bai Compound,Valenzuela City,Metro Manila,,
2506,,2411171,Department of Public Works and Highwaysnational Capital Region,,Dpwh Building,,2ND,St,,Manila City,Metro Manila,,
2507,,9311652/9313640,Department of Public Works and Highwaysqcfed,,,,Sta Catalina,St,,QC,Metro Manila,,
2509,,9514696/9514654,Department of Public Works and Highwaysqcfed,,,,,,,Or Call:,,,
2511,,8373186,Department of Science and Technology,,Telecoms Plaza Building,316,Sen Gil Puyat,Ave,Salcedo Village,,Metro Manila,,
2512,,8372071,Department of Science and Technology,,,,East Service,Rd,,Taguig City,Metro Manila,,
2513,,8373177/8372072,Department of Science and Technology,,Nast Building,,Gen Santos,Ave,,Taguig City,Metro Manila,,
2515,,8373176/8373175,Department of Science and Technology,,,,,,,Or Call:,,,
2517,,8372081/8373180,Department of Science and Technology,,,,Gen Santos,Ave,,,Metro Manila,,
2519,,8372074/8372943,Department of Science and Technology,,,,,,,Or Call:,,,
2521,,8372939/8372080,Department of Science and Technology,,,,,,,,,,
2523,,8372079/8372075,Department of Science and Technology,,,,,,,,,,
2525,,8372078/8373178,Department of Science and Technology,,,,,,,,,,
2527,,8373179/8372930,Department of Science and Technology,,,,,,,,,,
2529,,8372077/8372076,Department of Science and Technology,,,,,,,,,,
2531,,8372073/8372082,Department of Science and Technology,,,,,,,,,,
2533,,8373187/8373188,Department of Science and Technology,,,,,,,,,,
2535,,8372192/8373185,Department of Science and Technology,,,,,,,,,,
2537,,8373173/8373189,Department of Science and Technology,,,,,,,,,,
2539,,8373184/8373174,Department of Science and Technology,,,,,,,,,,
2541,,8373182/8373183,Department of Science and Technology,,,,,,,,,,
2543,,8372937/8373171,Department of Science and Technology,,,,,,,,,,
2545,,8373172/8373181,Department of Science and Technology,,,,,,,,,,
2547,,9516827,Department of Social Welfare and Develop,,,,Ibp,Rd,Batasang Pambansa Complex,,Metro Manila,,
2548,,9318127,Department of Social Welfare and Development,,Dswd Central Office,,Ibp,Rd,Batasang Pambansa Complex,QC,Metro Manila,,
2549,,9318104/9318130,Department of Social Welfare and Development,,Batasang Pambansa Cmplx,,Batasan,Rd,,QC,Metro Manila,,
2551,,9512802,Department of Social Welfare and Development,,Batasang Pambansa Complex,,Batasan,Rd,,,Metro Manila,,
2552,,9514922,Department of Social Welfare and Development,,Batasan Pambansa Cmplx,,Batasan,Rd,,QC,Metro Manila,,
2553,,9512241/9517440,Department of Social Welfare and Development,,Dswd Bldg,,Batasan,Rd,,QC,Metro Manila,,
2555,,9318068/9318102,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2557,,9318085/9514923,Department of Social Welfare and Development,,,,,,,,,,
2559,,9318103/9318116,Department of Social Welfare and Development,,,,,,,,,,
2561,,9318107/9512801,Department of Social Welfare and Development,,Batasang Pambansa,,Batasan,Rd,,,Metro Manila,,
2563,,9517439/9322573,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2565,,9512238/9318101,Department of Social Welfare and Development,,,,,,,,,,
2567,,9514921/9512240,Department of Social Welfare and Development,,,,,,,,,,
2569,,9318098,Department of Social Welfare and Development,,Mai Bldg,,Batasan,Rd,,,Metro Manila,,
2570,,3552841/3552843,Department of Social Welfare and Development,,Dswd Co Batasan Cmplx,,Batasan,Rd,,QC,Metro Manila,,
2572,,9318106/9318123,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2574,,9318105/9517121,Department of Social Welfare and Development,,,,,,,,,,
2576,,2773081/9318175,Department of Social Welfare and Development,,,,,,,,,,
2578,,9517126/9318191,Department of Social Welfare and Development,,,,,,,,,,
2580,,9517119/9316366,Department of Social Welfare and Development,,,,,,,,,,
2582,,9517110/9512805,Department of Social Welfare and Development,,,,,,,,,,
2584,,9316141/9319105,Department of Social Welfare and Development,,,,,,,,,,
2586,,9319133,Department of Social Welfare and Development,,,,,,,,,,
2587,,5532462/9319141,Department of Social Welfare and Development,,DSWD REGION 4,,Alabang-Zapote,Rd,,Muntinlupa City,Metro Manila,,
2589,,9319143,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2590,,8071518/8077102,Department of Social Welfare and Development,,,,Alabang-Zapote,Rd,,Muntinlupa City,Metro Manila,,
2592,,8074140/9517111,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2594,,9517112/9316114,Department of Social Welfare and Development,,Batasan Pambansa Complex,,Batasan,Rd,,,Metro Manila,,
2596,,9517435/9517433,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2598,,9517118,Department of Social Welfare and Development,,,,,,,,,,
2599,,9517123/9318167,Department of Social Welfare and Development,,,,Ibp,Rd,Batasang Pambansa Complex,QC,Metro Manila,,
2601,,9517117/9517116,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2603,,9313181/9517436,Department of Social Welfare and Development,,,,,,,,,,
2605,,9318142/9512806,Department of Social Welfare and Development,,,,,,,,,,
2607,,3552849,Department of Social Welfare and Development,,,,,,,,,,
2608,,8074143/8508380,Department of Social Welfare and Development,,,,Gng E Gatches,St,BF HOMES SUBDIVISION PHASE 1,Paranaque City,Metro Manila,,
2610,,9514920/9318144,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2612,,8074142,Department of Social Welfare and Development,,,,Elsie Gatches Village,St,Elsie Gatches Village,,Metro Manila,,
2613,,8508381/9618751,Department of Social Welfare and Development,,NEW DSWD BUILDING REGION 4,,Alabang-Zapote,Rd,,Muntinlupa City,Metro Manila,,
2615,,9514919,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2616,,7355413,Department of Social Welfare and Development,,,715,F T Dalupan Sr,St,,Manila City,Metro Manila,,
2617,,9620149/9517438,Department of Social Welfare and Development,,,,J P Burgos,St,,QC,Metro Manila,,
2619,,9318161/9512807,Department of Social Welfare and Development,,,,,,,Or Call:,,,
2621,,3762854,Department of Social Welfare and Development  Central Office,,Batasang Pambansa Cmplx,,Batasan,Rd,,,Metro Manila,,
2622,,3554017/2947008,Department of Social Welfare and Development  Central Office,,Dswd Co Batasan Cmplx,,Batasan,Rd,,QC,Metro Manila,,
2624,,9622813/2948032,Department of Social Welfare and Development  Central Office,,,,,,,Or Call:,,,
2626,,5539864/5560664,Department of Social Welfare and Development  Central Office,,Nayon Ng Kabataan Compound,,Chapel,Rd,,,Metro Manila,,
2628,,3522427,Department of Social Welfare and Development  Central Office,,,,,,,Or Call:,,,
2629,,7336279,Department of Social Welfare and Development  Ncr,,Dswd Building,389,Legarda,St,,Manila City,Metro Manila,,
2630,,8512681,Department of Social Welfare and Developmentcentral Office,,,,Ninoy Aquino,Ave,,Paranaque City,Metro Manila,,
2631,,7348642,Department of Social Welfare and Developmentncr,,,389,San Rafael,St,,Manila City,Metro Manila,,
2632,,7348653,Department of Social Welfare and Developmentncr,,Dswd Building,389,Legarda,St,,Manila City,Metro Manila,,
2633,,9526929/9526889,Department of Social Welfare and Dev`t  Central Office,,Batasang Pambansa Cmplx,,Batasan,Rd,,QC,Metro Manila,,
2635,,9957831/9957725,Department of the Interior & Local Governmentb(mimaropa),,Ben Lor Bldg,1184,Quezon,Ave,,,Metro Manila,,
2637,,9137558,Department of the Interior & Local Governmentb(mimaropa),,,,,,,Or Call:,,,
2638,,2426237,Department of Tourism,,,804,Bahama,St,,Manila City,Metro Manila,,
2639,,8692890,Department of Tourism,,Department of Tourism Building,351,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
2640,,5512554,Department of Tourism,,Naia Bldg,,Ninoy Aquino,Ave,,Paranaque City,Metro Manila,,
2641,,8322964/8284223,Department of Tourism,,Term Bldg,,Naia,Rd,,PC,Metro Manila,,
2643,,8950760,Department of Trade and Industry,,Board of Investment Building,385,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2644,,5539459/8565232,Department of Trade and Industry,,Intellectual Property Center,,Upper McKinley,Rd,McKinley Hill,Taguig City,Metro Manila,,
2646,,8567411/5539480,Department of Trade and Industry,,,,,,,Or Call:,,,
2648,,8990111/8904704,Department of Trade and Industry,,Lc Building,375,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2650,,8990107/8953993,Department of Trade and Industry,,,,,,,Or Call:,,,
2652,,8969848/8954430,Department of Trade and Industry,,Dti Building,361,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2654,,8968485/8904688,Department of Trade and Industry,,Industry & Investment Building,385,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2656,,8990141/8563852,Department of Trade and Industry,,,,,,,Or Call:,,,
2658,,8990143/8904812,Department of Trade and Industry,,,,,,,,,,
2660,,8964694/8990145,Department of Trade and Industry,,,,,,,,,,
2662,,8990164/8990165,Department of Trade and Industry,,,,,,,,,,
2664,,8963658/8569291,Department of Trade and Industry,,,,,,,,,,
2666,,8959504/8569293,Department of Trade and Industry,,,,,,,,,,
2668,,8904727/8997448,Department of Trade and Industry,,,,,,,,,,
2670,,8904685/8979661,Department of Trade and Industry,,,,,,,,,,
2672,,8953654/8904870,Department of Trade and Industry,,,,,,,,,,
2674,,8904723,Department of Trade and Industry,,,,,,,,,,
2675,,8904994/8971713,Department of Trade and Industry,,Lsl Building,,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
2677,,8977610,Department of Trade and Industry,,,,,,,Or Call:,,,
2678,,8118231/8904718,Department of Trade and Industry,,Landbank of the Phils Building,315,Sen Gil Puyat,Ave,,Makati City,Metro Manila,,
2680,,8569294/8564726,Department of Trade and Industry,,,,,,,Or Call:,,,
2682,,8905149/8905215,Department of Trade and Industry,,,,,,,,,,
2684,,8953638/8904949,Department of Trade and Industry,,,,,,,,,,
2686,,8977615/8978292,Department of Trade and Industry,,,,,,,,,,
2688,,8904707,Department of Trade and Industry,,New Solid Building,357,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2689,,8953198/8977384,Department of Trade and Industry,,Tara Building,389,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
2691,,8953512/8565231,Department of Trade and Industry,,,,,,,Or Call:,,,
2693,,8904891/8909319,Department of Trade and Industry,,,,,,,,,,
2695,,8959228/8905418,Department of Trade and Industrybis,,Oppen Building,349,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2697,,8964431/8964430,Department of Trade and Industrybis,,Saudi Arabian Embassy Building,,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2699,,8957466,Department of Trade and Industrybis,,,,,,,Or Call:,,,
2700,,8971693,Department of Trade and Industrybsmbd,,Dti Building,361,Sen Gil Puyat,Ave,,Makati City,Metro Manila,,
2701,,8971680,Department of Trade and Industrybsmbd,,Oppen Building,349,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
2702,,8904966/8971024,Department of Trade and Industrycarp,,Dti Building,361,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
2704,,8904861,Department of Trade and Industrynimtc,,Tara Building,389,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2705,,8905128/8904954,Department of Trade and Industryoop,,Dti Building,361,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
2707,,8990062,Department of Trade and Industryticci,,Dti Building,361,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
2708,,8388344/8380542,Department of Trade and Industryvarious,,FTI CMPLX BLDG 5,,Electronics,Ave,,Taguig City,Metro Manila,,
2710,,7266254,Department of Transportation and Communication,,Columbia Tower,,Ortigas,Ave,,,Metro Manila,,
2711,,7263934/7271705,Department of Transportation and Communication,,Philcomcen Building,,Ortigas,Ave,Ortigas Center,Pasig City,Metro Manila,,
2713,,7234925/7266743,Department of Transportation and Communication,,,,,,,Or Call:,,,
2715,,7266259/7256609,Department of Transportation and Communication,,,,,,,,,,
2717,,7266266/7277956,Department of Transportation and Communication,,,,,,,,,,
2719,,7277982/7277986,Department of Transportation and Communication,,,,,,,,,,
2721,,7241408/7266255,Department of Transportation and Communication,,,,,,,,,,
2723,,7238320/7239424,Department of Transportation and Communication,,,,,,,,,,
2725,,6547728/6547727,Department of Transportation and Communications,,Columbia Tower,,Ortigas,Ave,,,Metro Manila,,
2727,,6547726/6547724,Department of Transportation and Communications,,,,,,,Or Call:,,,
2729,,6547725,Department of Transportation and Communications,,,,,,,,,,
2730,,5275042,Department Social Worker Development,,Maharnilad Building,,A J Villegas,St,,Manila City,Metro Manila,,
2731,,7813043/5274916,Department Social Worker Development,,,1830,G Tuazon,St,,Manila City,Metro Manila,,
2733,,8326033/8334085,Deped Pasay City Division,,P Zamora Elementary School,,P Zamora,St,,,Metro Manila,,
2735,,8335133/8338118,Deped Pasay City Division,,,,,,,Or Call:,,,
2737,,4267496,Dept of Agrarian Reform Adp Arcp,,Fapso Building,,Elliptical,Rd,Dar Compound,,Metro Manila,,
2738,,4267490,Dept of Agrarian Reform Fapso Spots,,Fapso Building,,Elliptical,Rd,Dar Compound,QC,Metro Manila,,
2739,,4267486/4267484,Dept of Agrarian Reform Patsarrd,,Dar Building,,Elliptical,Rd,,QC,Metro Manila,,
2741,,4267451,Dept of Agrarian Reform Undp Sfrdic,,Dar Building,,Elliptical,Rd,,,Metro Manila,,
2742,,4269315/4269314,Dept of Agrarian Reformbiarsp,,Fapso Building,,Elliptical,Rd,Dar Compound,QC,Metro Manila,,
2744,,4269288,Dept of Agrarian Reformfapsominssad,,Fapso Building,,Elliptical,Rd,Dar Compound,,Metro Manila,,
2745,,9268137,Dept of Agriculture,,Deparment of Agriculture,,Elliptical,Rd,,QC,Metro Manila,,
2746,,9274350,DEPT OF AGRICULTURE REG 1VB 4,,Ati Building,,Commonwealth,Ave,,QC,Metro Manila,,
2747,,9298543,Dept of Agricultureagricultural Training Institute (Gov't),,,,Agham,Rd,,QC,Metro Manila,,
2748,,9298546/9298544,Dept of Agricultureagricultural Training Institute (Gov't),,,,Elliptical,Rd,,QC,Metro Manila,,
2750,,9298548/9298547,Dept of Agricultureagricultural Training Institute (Gov't),,,,,,,Or Call:,,,
2752,,9298541,Dept of Agricultureagricultural Training Institute (Gov't),,,,,,,,,,
2753,,6360187/6360186,Dept of Educ Culture and Sportsedpitaf,,University of Life Complex,,Meralco,Ave,,Pasig City,Metro Manila,,
2755,,5510074,Dept of Foreign Affairs,,,,Roxas,Bvd,,,Metro Manila,,
2756,,4009755/5232030,Dept of Justice Public Attorney's Office,,Godino Building,350,A J Villegas,St,,Manila City,Metro Manila,,
2758,,5239117/5242742,Dept of Social Welfare and Development,,,1680,F T Benitez,St,,,Metro Manila,,
2760,,8528081,Dept of Social Welfare and Development,,Nayon Ng Kabataan Compound,,Chapel,Rd,,,Metro Manila,,
2761,,5276099,Dept of Social Welfare and Development,,,1758,F B Harrison,St,,PC,Metro Manila,,
2762,,2948730,Dept of the Interior and Local Government (Dilg),,,,Santiago,Drv,Valenzuela City Hall,Valenzuela City,Metro Manila,,
